hash,symbol,company,purpose,bm_desc,date
99c985f6efb1bb276c5168e8ea117cb5,MMFL,MM Forgings Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-24
268da01a5223c7ffd9937066790e6e0b,PAKKA,PAKKA LIMITED,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-24
9c50a71b0fcc11881683c028ea0a3078,SARDAEN,Sarda Energy & Minerals Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-24
00a3e74fdb780f9bba5621388274e649,RUCHIRA,Ruchira Papers Limited,Financial Results/Dividend,"To consider and approve the financial results for the quarter and year ended March 31, 2025 and to discuss the recommendation of a dividend, if any, for the financial year ending 31st March 2025.",2025-05-24
0af281fd8b34fb4beba05b6c8282de5c,SALZERELEC,Salzer Electronics Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and recommendation of dividend",2025-05-24
7d28e162d0d7cf780918ffdb7ce02834,SATIA,Satia Industries Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-24
a1f8e7a8616266cdbe2a16456c2c2e2b,SHARDAMOTR,Sharda Motor Industries Limited,Financial Results/Dividend/Bonus,"To consider and approve the financial results for the period ended March 31, 2025, dividend and bonus",2025-05-24
6e6b318743bd4519208797e1f4093fc7,STYRENIX,Styrenix Performance Materials Limited,Financial Results,"To consider and approve the Audited Standalone and Consolidated Financial Results for the fourth quarter and financial year ended on March 31, 2025. As intimated to you, vide letter dated March 28, 2025, the trading window for dealing in shares of the Company by the designated persons is already closed since April 01, 2025 until 48 hours of the declaration of financial results for the quarter and year ended on March 31, 2025 (i.e. till EOD May 26, 2025).",2025-05-24
028ad0390a5ff41569f2e7a47a39d5b5,WEL,Wonder Electricals Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-24
361c44c77eecc9a105ccb91ed9ae69f2,JKCEMENT,JK Cement Limited,Financial Results/Dividend/Fund Raising/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend, Fund Raising and other business matters",2025-05-24
218870fe8f74f189d21443dcc9874c63,RAINBOW,Rainbow Childrens Medicare Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-24
11a36e600c5a9d7f62fbe0ecafee154b,JAYAGROGN,Jayant Agro Organics Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-24
bb168ff4a88afcc29b725c3b18341f8a,GANECOS,Ganesha Ecosphere Limited,Financial Results/Dividend,"To consider and approve the Audited Standalone and Consolidated Financial Results of the Company for the Quarter and Year ended March 31, 2025. and To consider recommendation of Final Dividend, if any, for the financial year 2024-25.",2025-05-24
994f2dea68d4a137cf073427608a67c0,JAGRAN,Jagran Prakashan Limited,Financial Results/Dividend,"To consider and approve the financial results (Standalone/Consolidated) for the period ended March 31, 2025 and proposal for the payment of interim dividend/dividend, if any, on the equity shares of the Company for the financial year ended March 31, 2025.",2025-05-24
d2985f94d807b9864d6ceb37b6df0325,ARIHANTSUP,Arihant Superstructures Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-24
7d2e75ca1118070e8f8184d1bcb172fe,ATLASCYCLE,Atlas Cycles (Haryana) Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-24
a04ab0f26a16b1c20b9d41ceb02e91b9,AUTOIND,Autoline Industries Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-24
46938faffea4ec253eace383dc28c0f2,CENTEXT,Century Extrusions Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-24
019fd24ead6b743f401eccacebae8cbf,DSSL,Dynacons Systems & Solutions Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-24
a0e84051bd0ffb1ad76751fd8ad2b8a1,JAIPURKURT,Nandani Creation Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-24
650f3eb767994a80604d72134583d08b,EMMBI,Emmbi Industries Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-24
fdb0a4f9fc3c2a4a9a45be39826755fe,GODAVARIB,Godavari Biorefineries Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-24
99a93f7cf5e3bbd6f3a0ddff10eca740,HCG,Healthcare Global Enterprises Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-24
64bfcb3183d82982b5639c2cf06ab460,HINDWAREAP,Hindware Home Innovation Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-24
cd761b22b06fb8f160b00197721cd0fe,IFGLEXPOR,IFGL Refractories Limited,Financial Results/Dividend/Bonus,"To consider and approve the financial results for the period ended March 31, 2025, dividend and bonus",2025-05-24
948b524c1ddfa0e5d82ff04d0afafeb1,IITL,Industrial Investment Trust Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-24
fe8cb76c1ccf94a08e4dcab5412e765d,INDIGOPNTS,Indigo Paints Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-24
d6192c618d1045406e9030bc9ba655ab,EXXARO,Exxaro Tiles Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-24
6910db2c334dd239daaf0cc99ff1e7f8,PCJEWELLER,PC Jeweller Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-25
d5abf40a6e64fda95cca49ccd90ca519,SUNDRMBRAK,Sundaram Brake Linings Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-25
