hash,symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference,fileSize
d83409410786a7508a6f01219bbe2e5b,BASML,Notice Of Shareholders Meetings-XBRL,24062025181126,https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1470489_24062025061126_WEB.xml,Bannari Amman Spinning Mills Limited,INE186H01014,2025-06-24 18:11:26,2025-06-24 18:11:26,,Textiles - Cotton,,BANNARI AMMAN SPINNING MILLS LIMITED has informed the Exchange about Notice of Shareholders Meeting for Annual General Meeting to be held on 21-Jul-2025,,,,24-Jun-2025 18:11:28,00:00:02,10 KB
6908557f2d1d10f014cc791f58d970f1,CIEINDIA,General Updates,24062025181146,https://nsearchives.nseindia.com/corporate/Mahindracie_24062025181132_SE_Intimation_SSSHA_with_AMP.pdf,CIE Automotive India Limited,INE536H01010,2025-06-24 18:11:46,2025-06-24 18:11:46,,,,"Disclosure pursuant to Regulation 30 read with Para A of Schedule III the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015",,,,24-Jun-2025 18:11:46,00:00:00,514 KB
00e51c59e85436145139cd0cd1e20de9,PRAKASHSTL,Trading Window,24062025181208,https://nsearchives.nseindia.com/corporate/PRAKASHSTL_24062025181118_Trading_window_closure.pdf,Prakash Steelage Limited,INE696K01016,2025-06-24 18:12:08,2025-06-24 18:12:08,,Steel And Steel Products,,"Prakash Steelage Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 18:12:09,00:00:01,255 KB
b1e55e0320388a685e27d351f3ec968e,SHRIRAMFIN,Notice Of Shareholders Meetings-XBRL,24062025181224,https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1470490_24062025061223_WEB.xml,Shriram Finance Limited,INE721A01013,2025-06-24 18:12:24,2025-06-24 18:12:24,,,,Shriram Finance Limited has informed the Exchange about Notice of Shareholders Meeting for Annual General Meeting to be held on 18-Jul-2025,,,,24-Jun-2025 18:12:26,00:00:02,23 KB
35f36009735cbdd9cc6b41a12b3bbb8f,ALANKIT,Trading Window,24062025181314,https://nsearchives.nseindia.com/corporate/ALANKIT_24062025181246_Trading_Window_Closure.pdf,Alankit Limited,INE914E01024,2025-06-24 18:13:14,2025-06-24 18:13:14,,,,"Alankit Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 18:13:15,00:00:01,636 KB
1b9593513def322d4f1a33b27b7e7604,SAPPHIRE,Trading Window-XBRL,24062025181323,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470491_24062025061322_WEB.xml,Sapphire Foods India Limited,INE806T01012,2025-06-24 18:13:23,2025-06-24 18:13:23,,,,SAPPHIRE FOODS INDIA LIMITED has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 18:13:24,00:00:01,2 KB
61168a9f8b778b2be514653d87e29929,FLEXITUFF,Appointment,24062025181325,https://nsearchives.nseindia.com/corporate/FLEXITUFF_24062025181303_Regulation30.pdf,Flexituff Ventures International Limited,INE060J01017,2025-06-24 18:13:25,2025-06-24 18:13:25,,Packaging,,"Flexituff Ventures International Limited has informed the Exchange regarding Appointment of  Mr. Jagdish Prasad Pandey as Chief Financial Officer of the company w.e.f. Jun 24, 2025.",,,,24-Jun-2025 18:13:26,00:00:01,187 KB
c188fd6ccde6fb9b1872579f64f65088,PRAKASHSTL,Trading Window-XBRL,24062025181344,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470492_24062025061343_WEB.xml,Prakash Steelage Limited,INE696K01016,2025-06-24 18:13:44,2025-06-24 18:13:44,,Steel And Steel Products,,PRAKASH STEELAGE LIMITED has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 18:13:44,00:00:00,2 KB
89c61965a124fb50437154c5a80b3386,DIGITIDE,Analysts/Institutional Investor Meet/Con. Call Updates,24062025181405,https://nsearchives.nseindia.com/corporate/DIGITIDE_24062025181316_Earningscallintimationletter.pdf,Digitide Solutions Limited,INE0U4701011,2025-06-24 18:14:05,2025-06-24 18:14:05,,,,Digitide Solutions Limited has informed the Exchange about Schedule of meet,,,,24-Jun-2025 18:14:05,00:00:00,2.76 MB
e2dd0a5b70c514cddb8c8eb9ab2ab15d,PRABHA,Trading Window-XBRL,24062025181408,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470493_24062025061407_WEB.xml,Prabha Energy Limited,INE0I0M01023,2025-06-24 18:14:08,2025-06-24 18:14:08,,,,PRABHA ENERGY LIMITED has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 18:14:09,00:00:01,2 KB
7d778099e82eb7cb628b878ba6073224,BAJAJ-AUTO,General Updates,24062025181408,https://nsearchives.nseindia.com/corporate/lkwalimbe_bajajauto_co_in_24062025181300_TDScommunication.pdf,Bajaj Auto Limited,INE917I01010,2025-06-24 18:14:08,2025-06-24 18:14:08,,Automobiles - 2 And 3 Wheelers,,Bajaj Auto Limited has informed the Exchange about communication sent to Shareholders regarding Tax Deduction at Source (TDS) on Dividend.,,,,24-Jun-2025 18:14:09,00:00:01,3.72 MB
5494fe915030a9ffa7e07b42a5e5779a,HERITGFOOD,General Updates,24062025181412,https://nsearchives.nseindia.com/corporate/HERITGFOOD_24062025181301_Reg_30_Disclosure.pdf,Heritage Foods Limited,INE978A01019,2025-06-24 18:14:12,2025-06-24 18:14:12,,Food And Food Processing,,Heritage Foods Limited has informed the Exchange about General Updates,,,,24-Jun-2025 18:14:12,00:00:00,240 KB
283a75dacb7b2d13718ab9e9b72ab93f,NILAINFRA,Trading Window,24062025181436,https://nsearchives.nseindia.com/corporate/NILAINFRA_24062025181425_Infra.pdf,Nila Infrastructures Limited,INE937C01029,2025-06-24 18:14:36,2025-06-24 18:14:36,,,,"Nila Infrastructures Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 18:14:37,00:00:01,230 KB
f3a5f69bdba118caf6546c1e540658a0,ALANKIT,Trading Window-XBRL,24062025181524,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470497_24062025061523_WEB.xml,Alankit Limited,INE914E01024,2025-06-24 18:15:24,2025-06-24 18:15:24,,,,ALANKIT LIMITED has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 18:15:25,00:00:01,2 KB
331ac1ccb4d9a1fd2b742f49c9e77815,NILAINFRA,Trading Window-XBRL,24062025181533,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470498_24062025061533_WEB.xml,Nila Infrastructures Limited,INE937C01029,2025-06-24 18:15:33,2025-06-24 18:15:33,,,,Nila Infrastructures Limited has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 18:15:34,00:00:01,2 KB
56467c7809f8a3f5125a760ff1c2918d,CIEINDIA,Acquisition-XBRL,24062025181604,https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1470499_24062025061603_WEB.xml,CIE Automotive India Limited,INE536H01010,2025-06-24 18:16:04,2025-06-24 18:16:04,,,,CIE Automotive India Limited has informed the Exchange regarding Acquisition,,,,24-Jun-2025 18:16:05,00:00:01,7 KB
5455212bad08b93fcbef031259e69330,ELGIEQUIP,General Updates,24062025181633,https://nsearchives.nseindia.com/corporate/ELGIEQUIP_24062025181622_Corrigendum.pdf,Elgi Equipments Limited,INE285A01027,2025-06-24 18:16:33,2025-06-24 18:16:33,,Compressors / Pumps,,Elgi Equipments Limited has informed the Exchange about General Updates,,,,24-Jun-2025 18:16:33,00:00:00,2.99 MB
e5d7fbd33fb0c952bb9d8f972b647686,CORALFINAC,Shareholders meeting,24062025181711,https://nsearchives.nseindia.com/corporate/CORALFINAC_24062025181633_Notice_EGM.pdf,Coral India Finance & Housing Limited,INE558D01013,2025-06-24 18:17:11,2025-06-24 18:17:11,,-,,"Coral India Finance & Housing Limited has informed the Exchange regarding Notice of Extraordinary General Meeting to be held on July 16, 2025",,,,24-Jun-2025 18:17:11,00:00:00,3.06 MB
48d477c1182245fa31f09171e5b9e476,ORIENTELEC,Record Date,24062025181826,https://nsearchives.nseindia.com/corporate/ORIENTELEC_24062025181532_SeIntimationAGMDividend24062025.pdf,Orient Electric Limited,INE142Z01019,2025-06-24 18:18:26,2025-06-24 18:18:26,,,,"Orient Electric Limited has informed the Exchange that Register of Members & Share Transfer Books of the Company will remain closed from 19th July, 2025 to 25th July, 2025 for the purpose of dividend.",,,,24-Jun-2025 18:18:27,00:00:01,2.69 MB
898abb89f26cba05df6f8e4238a2269f,NOVAAGRI,Trading Window,24062025181834,https://nsearchives.nseindia.com/corporate/NOVA_24062025181827_Intimation_TWC.pdf,Nova Agritech Limited,INE02H701025,2025-06-24 18:18:34,2025-06-24 18:18:34,,,,"Nova Agritech Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 18:18:35,00:00:01,603 KB
66010451ca32eec04ba9ac6f8ade79f9,RVTH,Trading Window,24062025181853,https://nsearchives.nseindia.com/corporate/REVATHIEQUIPMENT_24062025181833_WindowClosureSd.pdf,Revathi Equipment India Limited,INE0DAB01012,2025-06-24 18:18:53,2025-06-24 18:18:53,,,,"Revathi Equipment India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 18:18:54,00:00:01,486 KB
eb7032c9487cbd2e88a13448e68a03fd,NOVAAGRI,Trading Window-XBRL,24062025181915,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470500_24062025061914_WEB.xml,Nova Agritech Limited,INE02H701025,2025-06-24 18:19:15,2025-06-24 18:19:15,,,,Nova Agritech Limited has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 18:19:16,00:00:01,2 KB
a9704497336368db3c746d14c197adcd,SATIA,Spurt in Volume,24062025182011,-,Satia Industries Limited,INE170E01015,2025-06-24 18:20:11,2025-06-24 18:20:11,,,,"Significant increase in volume has been observed in Satia Industries Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the company is awaited.",,,,24-Jun-2025 18:20:11,00:00:00,-
025302d1f63668e10be208454e1da33b,RVTH,Trading Window-XBRL,24062025182017,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470501_24062025062016_WEB.xml,Revathi Equipment India Limited,INE0DAB01012,2025-06-24 18:20:17,2025-06-24 18:20:17,,,,Revathi Equipment India Limited has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 18:20:18,00:00:01,2 KB
a2318f45bda5ce69c9607caaad206b0f,MUKANDLTD,Spurt in Volume,24062025182018,-,Mukand Limited,INE304A01026,2025-06-24 18:20:18,2025-06-24 18:20:18,,Steel And Steel Products,,"Significant increase in volume has been observed in Mukand Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the company is awaited.",,,,24-Jun-2025 18:20:19,00:00:01,-
70b40407c552a228f8f4270a2a63996b,JMFINANCIL,Spurt in Volume,24062025182026,-,JM Financial Limited,INE780C01023,2025-06-24 18:20:26,2025-06-24 18:20:26,,Finance,,"Significant increase in volume has been observed in JM Financial Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the company is awaited.",,,,24-Jun-2025 18:20:26,00:00:00,-
a172cd39bd027a54d516fa61bd60a005,IMFA,Spurt in Volume,24062025182034,-,Indian Metals & Ferro Alloys Limited,INE919H01018,2025-06-24 18:20:34,2025-06-24 18:20:34,,Metals,,"Significant increase in volume has been observed in Indian Metals & Ferro Alloys Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the company is awaited.",,,,24-Jun-2025 18:20:36,00:00:02,-
0d83cca2e414805df2db9d93c960461f,IRCTC,Change in Management,24062025182041,https://nsearchives.nseindia.com/corporate/IRCTC_24062025182029_STEXIntimationCRMJaipur.pdf,Indian Railway Catering And Tourism Corporation Limited,INE335Y01012,2025-06-24 18:20:41,2025-06-24 18:20:41,,,,Indian Railway Catering And Tourism Corporation Limited has informed the Exchange about change in Senior Management,,,,24-Jun-2025 18:20:42,00:00:01,189 KB
aa8bec2375b73e9e63aa96b2f75408ab,MEDPLUS,General Updates,24062025182205,https://nsearchives.nseindia.com/corporate/MEDPLUS_24062025182154_Intimation.pdf,Medplus Health Services Limited,INE804L01022,2025-06-24 18:22:05,2025-06-24 18:22:05,,,,"Update under Regulation 30 read with Para A Part A of Schedule III of SEBI (Listing Obligations andDisclosure Requirements) Regulations, 2015",,,,24-Jun-2025 18:22:06,00:00:01,2.39 MB
6ebe575dd80e78b1ee340df61468af84,IRCTC,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,24062025182255,https://nsearchives.nseindia.com/corporate/xbrl/CIM_58350_1470504_24062025062254_WEB.xml,Indian Railway Catering And Tourism Corporation Limited,INE335Y01012,2025-06-24 18:22:55,2025-06-24 18:22:55,,,,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,,,,24-Jun-2025 18:22:56,00:00:01,3 KB
893b9d6a4a508ae7c1e198bec8cf550f,JSWINFRA,Copy of Newspaper Publication,24062025182349,https://nsearchives.nseindia.com/corporate/GAZAL786_24062025182332_SENewspaperPublicationpost.pdf,JSW Infrastructure Limited,INE880J01026,2025-06-24 18:23:49,2025-06-24 18:23:49,,,,JSW Infrastructure Limited has informed the Exchange about Copy of Newspaper Publication,,,,24-Jun-2025 18:23:50,00:00:01,3.40 MB
a61d01e33d85339e20e36b17f4b34d61,OAL,Investor Presentation,24062025182356,https://nsearchives.nseindia.com/corporate/OAL_24062025182342_Intimation.pdf,Oriental Aromatics Limited,INE959C01023,2025-06-24 18:23:56,2025-06-24 18:23:56,,,,Oriental Aromatics Limited has informed the Exchange about Investor Presentation,,,,24-Jun-2025 18:23:57,00:00:01,5.14 MB
11dfa7ec8f899a6a54fff3411f34ceaa,UTIAMC,Board Meeting Intimation,24062025182406,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_58351_1470506_24062025062405_WEB.xml,UTI Asset Management Company Limited,INE094J01016,2025-06-24 18:24:06,2025-06-24 18:24:06,,,,UTI ASSET MANAGEMENT COMPANY LIMITED has informed the Exchange about Board Meeting to be held on 24-Jul-2025 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2025 and Other business.,,,,24-Jun-2025 18:24:07,00:00:01,3 KB
be86f12db8ef792334de16cf438cb0de,JBCHEPHARM,Updates,24062025182657,https://nsearchives.nseindia.com/corporate/JBCHEPHARM_24062025182644_NSE_ANDA.pdf,JB Chemicals & Pharmaceuticals Limited,INE572A01028,2025-06-24 18:26:57,2025-06-24 18:26:57,,Pharmaceuticals,,JB Chemicals & Pharmaceuticals Limited has informed the Exchange regarding 'ANDA Approval by US FDA'.,,,,24-Jun-2025 18:26:58,00:00:01,3.51 MB
8144776d7b78c8ce95b0fd73258ddc92,ENDURANCE,Updates,24062025182920,https://nsearchives.nseindia.com/corporate/ENDURANCE_24062025182834_Intimation.pdf,Endurance Technologies Limited,INE913H01037,2025-06-24 18:29:20,2025-06-24 18:29:20,,,,"Endurance Technologies Limited informs you that a group meeting with Analyst / Institutional Investors has been Scheduled on 27th June, 2025.",,,,24-Jun-2025 18:29:20,00:00:00,369 KB
8dddf9579a95330cac7c1583f1f6757c,ENDURANCE,Updates,24062025182920,https://nsearchives.nseindia.com/corporate/ENDURANCE_24062025182849_Intimation.pdf,Endurance Technologies Limited,INE913H01037,2025-06-24 18:29:20,2025-06-24 18:29:20,,,,"Endurance Technologies Limited informs you that a group meeting with Analyst / Institutional Investors has been Scheduled on 27th June, 2025.",,,,24-Jun-2025 18:29:20,00:00:00,369 KB
a8e80abc238706f80eedf9b0518e4072,ZYDUSWELL,General Updates,24062025182922,https://nsearchives.nseindia.com/corporate/ZYDUSWELL_24062025182845_SEintimation240625.pdf,Zydus Wellness Limited,INE768C01010,2025-06-24 18:29:22,2025-06-24 18:29:22,,Food And Food Processing,,"Zydus Wellness Limited has informed the Exchange about voluntary liquidation of Naturell (India) Private Limited, a wholly owned subsidiary",,,,24-Jun-2025 18:29:23,00:00:01,689 KB
e5e7135e6b9532cd93bdb6947ba5838e,SUPREMEINF,Change in Company Secretary/Compliance Officer,24062025182931,https://nsearchives.nseindia.com/corporate/SUPREMEINF_24062025182819_Appointment_of_Co_Secretary_Compliance_Officer.pdf,Supreme Infrastructure India Limited,INE550H01011,2025-06-24 18:29:31,2025-06-24 18:29:31,,Construction,,Supreme Infrastructure India Limited has informed the Exchange about Change in Company Secretary/Compliance Officer,,,,24-Jun-2025 18:29:32,00:00:01,385 KB
b88eca148b6515eaab2b9a094114ddf4,UTIAMC,Trading Window,24062025183028,https://nsearchives.nseindia.com/corporate/CSUTIAMC_24062025183013_Intimation_for_the_closure_of_trading_window.pdf,UTI Asset Management Company Limited,INE094J01016,2025-06-24 18:30:28,2025-06-24 18:30:28,,,,"UTI Asset Management Company Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 18:30:30,00:00:02,2.60 MB
9115c9e76a87a5ec5c6e48034d1c9677,CIEINDIA,General Updates,24062025183136,https://nsearchives.nseindia.com/corporate/Mahindracie_24062025183121_SE_Intimation_SSSHA_with_AMPIN.pdf,CIE Automotive India Limited,INE536H01010,2025-06-24 18:31:36,2025-06-24 18:31:36,,,,Subsidiary Update   Agreement to acquire stake on fully diluted basis in AMPIN Energy C&I Thirty One Private Limited by CIE Aluminium Casting India Limited (CIEALCAST) (a wholly owned subsidiary Company),,,,24-Jun-2025 18:31:37,00:00:01,511 KB
9366d63e3b58d20f442bc0d53060e3bc,UJJIVANSFB,Change in Director(s),24062025183142,https://nsearchives.nseindia.com/corporate/UJJIVANBANK_24062025182752_35_Intimation_AR_finalised_24062025.pdf,Ujjivan Small Finance Bank Limited,INE551W01018,2025-06-24 18:31:42,2025-06-24 18:31:42,,,,Ujjivan Small Finance Bank Limited has informed the Exchange regarding Change in Director(s) of the company.,,,,24-Jun-2025 18:31:43,00:00:01,178 KB
44db9fc4bab44231e24d075b93a1a08a,CONTROLPR,Trading Window,24062025183144,https://nsearchives.nseindia.com/corporate/CONTROLPR_24062025183133_SE_Intimation_Closure_of_trading_window_sd.pdf,Control Print Limited,INE663B01015,2025-06-24 18:31:44,2025-06-24 18:31:44,,,,"Control Print Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 18:31:46,00:00:02,429 KB
3d61d21a175ff49aecf652d65a51d450,HDFCLIFE,Copy of Newspaper Publication,24062025183159,https://nsearchives.nseindia.com/corporate/PRASAD_24062025183133_NewspaperAdvtFinal.pdf,HDFC Life Insurance Company Limited,INE795G01014,2025-06-24 18:31:59,2025-06-24 18:31:59,,,,HDFC Life Insurance Company Limited has informed the Exchange about Copy of Newspaper Publication,,,,24-Jun-2025 18:32:00,00:00:01,2.08 MB
25ce21f149865b0f80dd8c8a5b1d376f,RCF,Board Meeting Intimation,24062025183204,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_58353_1470521_24062025063204_WEB.xml,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,2025-06-24 18:32:04,2025-06-24 18:32:04,,Fertilisers,,Rashtriya Chemicals and Fertilizers Limited has informed the Exchange about Board Meeting to be held on 30-Jun-2025 to consider Fund raising.,,,,24-Jun-2025 18:32:05,00:00:01,3 KB
8640171c779adee656720c3ed567f91e,LLOYDSME,Update-Acquisition/Scheme/Sale/Disposal-XBRL,24062025183214,https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1470522_24062025063213_WEB.xml,Lloyds Metals And Energy Limited,INE281B01032,2025-06-24 18:32:14,2025-06-24 18:32:14,,,,Lloyds Metals and Energy Limited has informed the Exchange regarding Update-Acquisition/Scheme/Sale/Disposal-XBRL,,,,24-Jun-2025 18:32:15,00:00:01,4 KB
efa54e4ff473072d6fb28b5a2df8908a,ZYDUSWELL,Sale or disposal-XBRL,24062025183222,https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1470523_24062025063221_WEB.xml,Zydus Wellness Limited,INE768C01010,2025-06-24 18:32:22,2025-06-24 18:32:22,,Food And Food Processing,,ZYDUS WELLNESS LIMITED has informed the Exchange regarding Sale or disposal of unit(s)/division(s)/subsidiary,,,,24-Jun-2025 18:32:23,00:00:01,7 KB
f03a32eea16eaf6b31e42531946895b7,UTIAMC,Trading Window-XBRL,24062025183313,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470524_24062025063312_WEB.xml,UTI Asset Management Company Limited,INE094J01016,2025-06-24 18:33:13,2025-06-24 18:33:13,,,,UTI Asset Management Company Limited has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 18:33:15,00:00:02,2 KB
7365a049cf1f7b9f31e46826f15ac9cc,CIEINDIA,Acquisition-XBRL,24062025183330,https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1470525_24062025063329_WEB.xml,CIE Automotive India Limited,INE536H01010,2025-06-24 18:33:30,2025-06-24 18:33:30,,,,CIE Automotive India Limited has informed the Exchange regarding Acquisition,,,,24-Jun-2025 18:33:31,00:00:01,7 KB
6759e8f3dc6ec6136df525618ca59f23,KIRLPNU,General Updates,24062025183348,https://nsearchives.nseindia.com/corporate/revatideshpande_24062025183301_SEDisclosure.pdf,Kirloskar Pneumatic Company Limited,INE811A01020,2025-06-24 18:33:48,2025-06-24 18:33:48,,,,Kirloskar Pneumatic Company Limited has informed the Exchange about General Updates,,,,24-Jun-2025 18:33:49,00:00:01,4.37 MB
45f035671df75c8f994adaca93b7a32b,CONTROLPR,Trading Window-XBRL,24062025183411,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470526_24062025063411_WEB.xml,Control Print Limited,INE663B01015,2025-06-24 18:34:11,2025-06-24 18:34:11,,,,CONTROL PRINT LIMITED has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 18:34:12,00:00:01,2 KB
cee12bd9e6c1819d27324cce9634494d,SJS,Trading Window,24062025183413,https://nsearchives.nseindia.com/corporate/SJS_24062025183401_TradingwindowClosureQ1FY2026.pdf,S.J.S. Enterprises Limited,INE284S01014,2025-06-24 18:34:13,2025-06-24 18:34:13,,,,"S.J.S. Enterprises Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 18:34:14,00:00:01,515 KB
4b09fc33a39e6ba627954a4ce4e2bc4e,DNAMEDIA,Disclosure of material issue,24062025183423,https://nsearchives.nseindia.com/corporate/DNAMEDIA_24062025183409_OutcomeofBoardMeetingDMCLJune242025.pdf,Diligent Media Corporation Limited,INE016M01021,2025-06-24 18:34:23,2025-06-24 18:34:23,,,,Diligent Media Corporation Limited has informed regarding Disclosure of material issue,,,,24-Jun-2025 18:34:24,00:00:01,735 KB
94b39f3bc52c9d4ab845503f9caf751b,SONACOMS,General Updates,24062025183430,https://nsearchives.nseindia.com/corporate/SONACOMS_24062025183253_outcome.pdf,Sona BLW Precision Forgings Limited,INE073K01018,2025-06-24 18:34:30,2025-06-24 18:34:30,,,,Sona Blw Precision Forgings Limited has informed the Exchange about General Updates,,,,24-Jun-2025 18:34:32,00:00:02,255 KB
ba45112adb628d0227c2371d9afbdfe4,PLASTIBLEN,General Updates,24062025183443,https://nsearchives.nseindia.com/corporate/PLASTIBLEN_24062025183419_SEcoveringletterpostfull.pdf,Plastiblends India Limited,INE083C01014,2025-06-24 18:34:43,2025-06-24 18:34:43,,Plastic And Plastic Products,,Plastiblends India Limited has informed the Exchange about General Updates,,,,24-Jun-2025 18:34:44,00:00:01,8.13 MB
ca39e68fee3527437e00a57b731bf53f,RCF,Trading Window-XBRL,24062025183502,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470529_24062025063501_WEB.xml,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,2025-06-24 18:35:02,2025-06-24 18:35:02,,Fertilisers,,Rashtriya Chemicals and Fertilizers Limited has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 18:35:03,00:00:01,2 KB
e9e2d398cca8b82e0d6ed627256fd7e2,SFL,General Updates,24062025183505,https://nsearchives.nseindia.com/corporate/SFL_24062025183435_NONEMAIL.pdf,Sheela Foam Limited,INE916U01025,2025-06-24 18:35:05,2025-06-24 18:35:05,,,,Sheela Foam Limited has informed the Exchange about  Letter Sent To Members,,,,24-Jun-2025 18:35:06,00:00:01,1.66 MB
4c7a6777ef8fbb7766156e3de21cea41,UJJIVANSFB,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,24062025183531,https://nsearchives.nseindia.com/corporate/xbrl/CIM_58354_1470531_24062025063530_WEB.xml,Ujjivan Small Finance Bank Limited,INE551W01018,2025-06-24 18:35:31,2025-06-24 18:35:31,,,,UJJIVAN SMALL FINANCE BANK LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,,,,24-Jun-2025 18:35:32,00:00:01,3 KB
3d1a0b73cb73bc844f769afe06f4f258,RPGLIFE,Copy of Newspaper Publication,24062025183757,https://nsearchives.nseindia.com/corporate/RPGLIFE_24062025183738_NewspaperAdvertisement.pdf,RPG Life Sciences Limited,INE105J01010,2025-06-24 18:37:57,2025-06-24 18:37:57,,Pharmaceuticals,,"Pursuant to Regulation 30 of the SEBI (listing Obligations and Disclosure Requirements) Regulations, 2015, we enclose herewith the copy of Notice of 18th Annual General Meeting published in today's newspapers in Business Standard (English) and Mumbai-Lakshadeep (Marathi), as intimation of completion of dispatch of Notice of AGM, and information related to E-voting.",,,,24-Jun-2025 18:37:58,00:00:01,8.93 MB
12d10c2b5f2fa3d15bde1998c304f17c,OCCL,Updates,24062025183815,https://nsearchives.nseindia.com/corporate/OCCLCEO_24062025183649_Untitled.pdf,Oriental Carbon & Chemicals Limited,INE321D01016,2025-06-24 18:38:15,2025-06-24 18:38:15,,,,"AG Ventures Limited (Formerly Oriental Carbon & Chemicals Limited) has informed the Exchange regarding 'Voluntary delisting of Equity Shares of the Company (Symbol: OCCL) from National Stock Exchange of India Limited w.e.f. July 15, 2025'.",,,,24-Jun-2025 18:38:17,00:00:02,392 KB
1878f1c358a719c2c022c291337e9a5a,MAPMYINDIA,Outcome of Board Meeting,24062025183820,https://nsearchives.nseindia.com/corporate/MAPMYINDIA_24062025183802_BM_Outcome_24_06_2025.pdf,C.E. Info Systems Limited,INE0BV301023,2025-06-24 18:38:20,2025-06-24 18:38:20,,,,"C.E. Info Systems Limited has informed the Exchange regarding  Board meeting held on Jun 24, 2025.",,,,24-Jun-2025 18:38:21,00:00:01,452 KB
