Security Code,Issuer Name,symbol,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,bseIndustry
512431,White Hall Commercial Co.Ltd.,WHITHAL,WHITE HALL COMMERCIAL CO.LTD.,Active,XT,10,INE416X01012,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512433,Asutosh Enterprise Ltd.,ASUTENT,ASUTOSH ENTERPRISES LTD.,Active,P ,10,INE508W01018,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512437,Apollo Finvest (India) Ltd.,APOLLOFI,APOLLO FINVEST (INDIA) LTD.,Active,X ,10,INE412D01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
512441,Enbee Trade & Finance Ltd.,ENBETRD,ENBEE TRADE & FINANCE LTD.,Active,X ,10,INE993I01011,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512443,Ganon Products Limited,GANONPRO,Ganon Products Ltd,Active,X ,10,INE162L01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512445,Devinsu Trading Ltd.,DEVITRD,DEVINSU TRADING LTD.,Active,P ,10,INE07LH01016,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
512453,Shri Jagdamba Polymers Ltd,SHRJAGP,SHRI JAGDAMBA POLYMERS LTD.,Active,X ,1,INE564J01026,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
512455,Lloyds Metals and Energy Limited,LLOYDSME,LLOYDS METALS AND ENERGY LTD.,Active,A ,1,INE281B01032,Sponge Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron
512461,Punctual Trading Ltd.,PUNCTRD,PUNCTUAL TRADING LTD.,Active,P ,10,INE07NX01019,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512463,LLOYDS ENTERPRISES LIMITED,LLOYDSENT,Lloyds Enterprises Ltd,Active,B ,1,INE080I01025,Trading - Metals,Equity,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals
512477,Betex India Ltd.,BETXIND,BETEX INDIA LTD.,Active,XT,10,INE765L01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
512479,VIRYA RESOURCES LIMITED,VIRYA,Virya Resources Ltd,Active,XT,10,INE661K01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
512485,Dhanlaxmi Cotex Ltd.,DHANCOT,DHANLAXMI COTEX LTD.,Active,X ,10,INE977F01010,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512489,Oasis Securities Limited,OASISEC,OASIS SECURITIES LTD.,Active,X ,10,INE876A01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
512493,Garnet International Limited,GARNETINT,GARNET INTERNATIONAL LTD.,Active,XT,10,INE590B01010,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
512499,Shalimar Productions Ltd.,SHALPRO,SHALIMAR PRODUCTIONS LTD.,Active,X ,1,INE435E01020,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
512505,Meenakshi Steel Industries Ltd.,MEENST,MEENAKSHI STEEL INDUSTRIES LTD.,Active,Z ,10,INE721V01019,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
512511,Varun Mercantile Ltd.,VARUNME,VARUN MERCANTILE LTD.,Active,XT,10,INE442U01014,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512517,Vinayak Vanijya Ltd.,VINVANI,VINAYAK VANIJYA LTD.,Active,XT,10,INE132V01019,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
512519,Donear Industries Ltd,DONEAR,DONEAR INDUSTRIES LTD.-$,Active,T ,2,INE668D01028,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
512527,Super Sales India Ltd.,SUPER,SUPER SALES INDIA LTD.-$,Active,X ,10,INE091C01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
512529,Sequent Scientific Limited,SEQUENT,SEQUENT SCIENTIFIC LTD.,Active,T ,2,INE807F01027,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
512531,State Trading Corporation of India,STCINDIA,STATE TRADING CORPORATION OF INDIA LTD.,Active,B ,10,INE655A01013,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512553,Zenith Exports Ltd.,ZENITHEXPO,ZENITH EXPORTS LTD.,Active,T ,10,INE058B01018,Leather And Leather Products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
512559,Kohinoor Foods Ltd,KOHINOOR,KOHINOOR FOODS LTD.,Active,B ,10,INE080B01012,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
512565,NEELKANTH LIMITED,NEELKANTH,Neelkanth Ltd-$,Active,XT,10,INE581D01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512573,Avanti Feeds ltd.,AVANTIFEED,AVANTI FEEDS LTD.-$,Active,A ,1,INE871C01038,Animal Feed,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed
512587,Zodiac-JRD-MKJ Ltd.,ZODJRDMKJ,ZODIAC-JRD-MKJ LTD.,Active,XT,10,INE077B01018,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
512589,Sita Enterprises LTD.,SITAENT,SITA ENTERPRISES LTD.,Active,X ,10,INE579D01019,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512591,Pulsar International Limited,PULSRIN,PULSAR INTERNATIONAL LTD.,Active,X ,1,INE183U01022,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512595,Manbro Industries Limited,MANBRO,Manbro Industries Ltd,Active,XT,10,INE348N01034,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
512597,KEYNOTE FINANCIAL SERVICES LIMITED,KEYFINSERV,Keynote Financial Services Ltd,Active,T ,10,INE681C01015,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
512599,Adani Enterprises Ltd.,ADANIENT,ADANI ENTERPRISES LTD.,Active,A ,1,INE423A01024,Trading - Minerals,Equity,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Minerals
512600,ASTAL LABORATORIES LIMITED,ASTALLTD,Astal Laboratories Ltd,Active,XT,10,INE307N01014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512604,Haria Exports Ltd.,HARIAEXPO,HARIA EXPORTS LTD.-$,Active,XT,10,INE772B01014,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
512608,Bhandari Hosiery Exports Ltd.,BHANDARI,BHANDARI HOSIERY EXPORTS LTD.,Active,B ,1,INE474E01029,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
512618,RLF Ltd.,RLF,RLF LTD.,Active,X ,10,INE629C01014,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
512624,Regent Enterprises Limited,REGENTRP,Regent Enterprises Ltd,Active,X ,10,INE769D01016,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
512626,Orbit Exports Ltd.,ORBTEXP,ORBIT EXPORTS LTD.,Active,B ,10,INE231G01010,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
512634,Savera Industries Ltd.,SAVERA,SAVERA INDUSTRIES LTD.,Active,X ,10,INE104E01014,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
513005,Chrome Silicon Limited,CHROME,Chrome Silicon Ltd-$,Active,X ,10,INE114E01013,Ferro & Silica Manganese,Equity,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
513012,Jeet Machine Tools Ltd.,ZJEETMAC,JEET MACHINE TOOLS LTD.,Active,X ,10,INE987E01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
513023,NAVA LIMITED,NAVA,Nava Ltd,Active,A ,2,INE725A01022,Power Generation,Equity,Utilities,Power,Power,Power Generation
513039,Hindusthan Udyog Ltd,ZHINUDYP,HINDUSTHAN UDYOG LTD.,Active,XT,10,INE582K01018,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
513043,Remi Edelstahl Tubulars Limited,REMIEDEL,Remi Edelstahl Tubulars Limited,Active,X ,10,INE158G01015,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513059,G.S. Auto International Ltd.,GSAUTO,G.S.AUTO INTERNATIONAL LTD.,Active,X ,5,INE736H01024,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
513063,Trans-Freight Containers Ltd.,TRANSFRE,TRANS-FREIGHT CONTAINERS LTD.,Active,X ,10,INE360D01014,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513097,Shivalik Bimetal Controls Ltd.,SBCL,SHIVALIK BIMETAL CONTROLS LTD.,Active,A ,2,INE386D01027,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513108,Gandhi Special Tubes Ltd.,GANDHITUBE,GANDHI SPECIAL TUBES LTD.-$,Active,B ,5,INE524B01027,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513117,Amforge Industries Ltd.,AMFORG,AMFORGE INDUSTRIES LTD.,Active,X ,2,INE991A01020,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
513121,Oricon Enterprises Ltd.,ORICONENT,ORICON ENTERPRISES LTD.-$,Active,B ,2,INE730A01022,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
513149,Acrow (India) Ltd.,ACROW,ACROW INDIA LTD.,Active,X ,10,INE950D01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513173,Steel Strips Infrastructures Limited,STLSTRINF,STEEL STRIPS INFRASTRUCTURES LTD.,Active,X ,10,INE205F01016,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
513228,Pennar Industries Ltd.,PENIND,PENNAR INDUSTRIES LTD.-$,Active,B ,5,INE932A01024,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
513250,Jyoti Structures Ltd.,JYOTISTRUC,JYOTI STRUCTURES LTD.,Active,B ,2,INE197A01024,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
513252,Jay Ushin Ltd.,JAYUSH,JAY USHIN LTD.,Active,X ,10,INE289D01015,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
513262,Steel Strips & Wheels Ltd,SSWL,STEEL STRIPS WHEELS LTD.-$,Active,B ,1,INE802C01033,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
513269,Man Industries (India) Ltd,MANINDS,MAN INDUSTRIES (INDIA) LTD.-$,Active,B ,5,INE993A01026,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513295,IMEC SERVICES LIMITED,IMEC,Imec Services Ltd,Active,XT,10,INE611C01020,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
513303,Modern Steels Limited,MDRNSTL,MODERN STEELS LTD.-$,Active,XT,10,INE001F01019,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513307,Synthiko Foils Ltd.,SYNTHFO,SYNTHIKO FOILS LTD.,Active,XT,5,INE363L01029,Aluminium- Copper & Zinc Products,Equity,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
513309,Golkonda Aluminium Extrusions Ltd,GOLKONDA,Golkonda Aluminium Extrusions Ltd-$,Active,X ,10,INE327C01031,Aluminium,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
513337,Gujarat Toolroom Ltd.,GUJTLRM,GUJARAT TOOLROOM LTD.,Active,XT,1,INE145J01032,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
513349,Ajmera Realty & Infra India Limited,AJMERA,AJMERA REALTY & INFRA INDIA LTD.,Active,B ,10,INE298G01027,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
513353,Cochin Minerals & Rutile Ltd.,COCHINM,COCHIN MINERALS & RUTILE LTD.-$,Active,X ,10,INE105D01013,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
513361,India Steel Works Ltd,ISWL,INDIA STEEL WORKS LTD.,Active,XT,1,INE072A01029,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513369,KRISHANVEER FORGE LIMITED,KVFORGE,Krishanveer Forge Ltd,Active,X ,10,INE013J01016,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings
513375,Carborundum Universal Ltd.,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,Active,A ,1,INE120A01034,Abrasives & Bearings,Equity,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
513377,MMTC Ltd.,MMTC,MMTC LTD.,Active,A ,1,INE123F01029,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
513397,Vallabh Steels ltd,VALLABHSQ,VALLABH STEELS LTD.-$,Active,X ,10,INE457E01016,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513401,Ashiana Ispat Limited,ASHIS,ASHIANA ISPAT LTD.,Active,X ,10,INE587D01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513403,P.M. Telelinnks Limited,PMTELELIN,P.M.TELELINNKS LTD.,Active,X ,10,INE092C01015,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513418,Smiths & Founders (India) Limited,SMFIL,Smiths & Founders (India) Limited,Active,X ,1,INE728B01032,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings
513422,Bloom Industries Ltd,BLOIN,BLOOM INDUSTRIES LTD.,Active,XT,10,INE373E01015,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513436,Shah Alloys Limited,SHAHALLOYS,SHAH ALLOYS LTD.,Active,T ,10,INE640C01011,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513452,Elango Industries Ltd,ELANGO,ELANGO INDUSTRIES LTD.,Active,X ,10,INE594D01018,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513456,Kanishk Steel Industries Ltd,KANSHST,KANISHK STEEL INDUSTRIES LTD.,Active,XT,10,INE791E01018,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513460,Mahalaxmi Seamless Ltd.,MAHALXSE,MAHALAXMI SEAMLESS LTD.-$,Active,Z ,10,INE257F01017,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513472,Simplex Castings Ltd.,SIMPLEXCAS,SIMPLEX CASTINGS LTD.,Active,XT,10,INE658D01011,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
513488,Shree Steel Wire Ropes Ltd.,SSWRL,SHREE STEEL WIRE ROPES LTD.,Active,X ,10,INE387D01025,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513496,SIZEMASTERS TECHNOLOGY LIMITED,SIZEMASTER,Sizemasters Technology Ltd,Active,XT,10,INE235U01012,Zinc,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Zinc
513498,Southern Magnesium And Chemicals Lt,SOUTHMG,SOUTHERN MAGNESIUM & CHEMICALS LTD.,Active,XT,10,INE308N01012,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
513502,Baroda Extrusion Ltd.,BAROEXT,BARODA EXTRUSION LTD.,Active,XT,1,INE927K01023,Aluminium- Copper & Zinc Products,Equity,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
513507,Gujarat Containers Ltd.,GUJCONT,GUJARAT CONTAINERS LTD.,Active,P ,10,INE276I01011,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
513509,Kalyani Forge Ltd.,KALYANIFRG,KALYANI FORGE LTD.,Active,B ,10,INE314G01014,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings
513511,Panchmahal Steel Ltd.,PANCHMAHQ,PANCHMAHAL STEEL LTD.,Active,X ,10,INE798F01010,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513513,Aditya Ispat Ltd.,ADITYA,ADITYA ISPAT LTD.,Active,X ,10,INE570B01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
513517,Steelcast Ltd.,STEELCAS,STEELCAST LTD.,Active,B ,5,INE124E01020,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings
513519,PITTI ENGINEERING LIMITED,PITTIENG,Pitti Engineering Ltd-$,Active,B ,5,INE450D01021,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
513528,Glittek Granites Ltd.,GLITTEKG,GLITTEK GRANITES LTD.,Active,XT,5,INE741B01027,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
513532,Pradeep Metals Ltd.,PRADPME,PRADEEP METALS LTD.,Active,X ,10,INE770A01010,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
